Facility Id,FRS Id,Facility Name_x,Latitude,Longitude,Unit Name,Primary NAICS Code_y,Unit CO2 emissions (non-biogenic),Specific Fuel Type,inWECC,inWestCensus
1007539,110000476208.0,ECO SERVICES DOMINGUEZ,33.843333,-118.232844,CP-1,325180.0,35630.6,Natural Gas (Weighted U.S. Average),True,True
1003712,110070293692.0,FRESENIUS MEDICAL CARE,41.2433,-111.989,GP-Boiler,325412.0,67907.7,Natural Gas (Weighted U.S. Average),True,True
1006942,110024579204.0,FRONT RANGE ENERGY,40.455978,-104.857553,"CP-AIRS ID003, ECH-001, AIRS ID009 Pilot",325193.0,41269.4,Natural Gas (Weighted U.S. Average),True,True
1003665,110000482503.0,GENENTECH INCORPORATED,37.65701,-122.37822,GP-1,325414.0,29517.8,Natural Gas (Weighted U.S. Average),True,True
1003383,110070288784.0,HEXCEL CORP,40.653131,-112.05009,GP-0001,325220.0,70306.1,Natural Gas (Weighted U.S. Average),True,True
1003383,110070288784.0,HEXCEL CORP,40.653131,-112.05009,GP-0001,325220.0,70306.1,Distillate Fuel Oil No. 2,True,True
1001154,110000468351.0,Itafos Conda LLC,42.739417,-111.541421,GP-Total,325312.0,98974.2,Natural Gas (Weighted U.S. Average),True,True
1003636,110000481979.0,J R SIMPLOT COMPANY,36.551156,-120.113717,Butane Combustor,325311.0,6034.9,Butane,True,True
1003636,110000481979.0,J R SIMPLOT COMPANY,36.551156,-120.113717,GP- Shop & Admin Meter,325311.0,23.7,Natural Gas (Weighted U.S. Average),True,True
1003636,110000481979.0,J R SIMPLOT COMPANY,36.551156,-120.113717,GP-Process Meter,325311.0,163.7,Natural Gas (Weighted U.S. Average),True,True
1005035,110000600421.0,JR SIMPLOT COMPANY DON SIDING COMPLEX,42.9089,-112.5239,GP-Natural Gass,325312.0,37389.4,Natural Gas (Weighted U.S. Average),True,True
1002352,110043793785.0,LADDER CREEK HELIUM PLANT,39.014999,-102.413156,GP-Plant,325120.0,34196.1,Natural Gas (Weighted U.S. Average),True,True
1003518,110000490816.0,LANXESS Corporation Kalama Site,46.02191,-122.85698,Boiler U-11 (EU10),325199.0,8256.6,Natural Gas (Weighted U.S. Average),True,True
1003518,110000490816.0,LANXESS Corporation Kalama Site,46.02191,-122.85698,Boiler U-15 (EU13),325199.0,13826.7,Natural Gas (Weighted U.S. Average),True,True
1003518,110000490816.0,LANXESS Corporation Kalama Site,46.02191,-122.85698,Boiler U-17 (EU15),325199.0,5737.8,Natural Gas (Weighted U.S. Average),True,True
1003518,110000490816.0,LANXESS Corporation Kalama Site,46.02191,-122.85698,Boiler U-3 (EU6),325199.0,2441.4,Natural Gas (Weighted U.S. Average),True,True
1003518,110000490816.0,LANXESS Corporation Kalama Site,46.02191,-122.85698,Boiler U-7 (EU7),325199.0,4958.7,Natural Gas (Weighted U.S. Average),True,True
1003518,110000490816.0,LANXESS Corporation Kalama Site,46.02191,-122.85698,Boiler U-9 (EU8),325199.0,10819.9,Natural Gas (Weighted U.S. Average),True,True
1003518,110000490816.0,LANXESS Corporation Kalama Site,46.02191,-122.85698,GP-Misc. Units,325199.0,2386.1,Natural Gas (Weighted U.S. Average),True,True
1003518,110000490816.0,LANXESS Corporation Kalama Site,46.02191,-122.85698,Heater U-1 (EU04),325199.0,14260.2,Natural Gas (Weighted U.S. Average),True,True
1003518,110000490816.0,LANXESS Corporation Kalama Site,46.02191,-122.85698,Heater U-12 (EU-11),325199.0,886.6,Natural Gas (Weighted U.S. Average),True,True
1003518,110000490816.0,LANXESS Corporation Kalama Site,46.02191,-122.85698,Heater U-16 (EU14),325199.0,1399.5,Natural Gas (Weighted U.S. Average),True,True
1003518,110000490816.0,LANXESS Corporation Kalama Site,46.02191,-122.85698,RTO X-100,325199.0,84.9,Natural Gas (Weighted U.S. Average),True,True
1003518,110000490816.0,LANXESS Corporation Kalama Site,46.02191,-122.85698,RTO X-150,325199.0,182.6,Natural Gas (Weighted U.S. Average),True,True
1006732,110065364135.0,LINDE ONTARIO CA,34.06354,-117.52929,GP-1,325120.0,19.8,Natural Gas (Weighted U.S. Average),True,True
1007715,110043814735.0,MESSER LLC CORTEZ PLANT,37.343787,-108.760096,GP-01,325120.0,774.9,Propane Gas,True,True
1007390,110071349304.0,Martinez Renewable Fuel Facility,38.0251,-122.0639,1 GP ThOx,325199.0,1013.7,Motor Gasoline,True,True
1007390,110071349304.0,Martinez Renewable Fuel Facility,38.0251,-122.0639,CP-NG,325199.0,8547.0,Natural Gas (Weighted U.S. Average),True,True
1007390,110071349304.0,Martinez Renewable Fuel Facility,38.0251,-122.0639,GP-DIESELS,325199.0,6.2,Distillate Fuel Oil No. 2,True,True
1007390,110071349304.0,Martinez Renewable Fuel Facility,38.0251,-122.0639,Tank Centrifuge DeBusk ThOx,325199.0,19.7,Crude Oil,True,True
1007390,110071349304.0,Martinez Renewable Fuel Facility,38.0251,-122.0639,TG1 Cogen Unit,325199.0,125947.4,Natural Gas (Weighted U.S. Average),True,True
1007390,110071349304.0,Martinez Renewable Fuel Facility,38.0251,-122.0639,TG2 Cogen Unit,325199.0,111962.2,Natural Gas (Weighted U.S. Average),True,True
1010576,110070052521.0,Natural Soda,39.9333,-108.4,GP-Natural Soda Plant,325180.0,47787.1,Natural Gas (Weighted U.S. Average),True,True
1007943,110000743982.0,P4 PRODUCTION L L C,42.687031,-111.5878,CP-Natural Gas,325180.0,48694.9,Natural Gas (Weighted U.S. Average),True,True
1007943,110000743982.0,P4 PRODUCTION L L C,42.687031,-111.5878,GP-Liquified Petroleum Gas,325180.0,99.6,Propane,True,True
1007943,110000743982.0,P4 PRODUCTION L L C,42.687031,-111.5878,HWSB Boiler,325180.0,0.0,Wood and Wood Residuals (dry basis),True,True
1007943,110000743982.0,P4 PRODUCTION L L C,42.687031,-111.5878,Rotary Kiln,325180.0,466178.2,Bituminous,True,True
1007943,110000743982.0,P4 PRODUCTION L L C,42.687031,-111.5878,Rotary Kiln,325180.0,466178.2,Fuel Gas,True,True
1007262,110070090716.0,"Pelican Renewables, LLC",37.9413,-121.3385,GP-1,325193.0,0.1,Natural Gas (Weighted U.S. Average),True,True
1003087,110000600369.0,SIMPLOT PHOSPHATES,41.53841,-109.12746,CP-Plant High Meter - 94400001,325312.0,3413.9,Natural Gas (Weighted U.S. Average),True,True
1003087,110000600369.0,SIMPLOT PHOSPHATES,41.53841,-109.12746,CP-Plant Low Meter - 27101941,325312.0,2713.9,Natural Gas (Weighted U.S. Average),True,True
1003087,110000600369.0,SIMPLOT PHOSPHATES,41.53841,-109.12746,Tailings Water Booster Pump,325312.0,111.3,Distillate Fuel Oil No. 2,True,True
1003087,110000600369.0,SIMPLOT PHOSPHATES,41.53841,-109.12746,Warehouse #3,325312.0,31.5,Propane,True,True
1003087,110000600369.0,SIMPLOT PHOSPHATES,41.53841,-109.12746,Zurn Meter - 213000027,325312.0,9529.7,Natural Gas (Weighted U.S. Average),True,True
1006055,110022421912.0,"STERLING ETHANOL, LLC",40.6375,-103.190556,Boiler,325193.0,56312.7,Natural Gas (Weighted U.S. Average),True,True
1002083,110031262498.0,"YUMA ETHANOL, LLC",40.12434,-102.6771,Boiler,325193.0,55443.2,Natural Gas (Weighted U.S. Average),True,True
