Facility Id,Facility Name_x,Latitude,Longitude,Unit Name,Primary NAICS Code_y,Unit CO2 emissions (non-biogenic),Specific Fuel Type
1006543,BASF TOTALEnergies PETROCHEMICALS LLC,29.951649,-93.887272,H-0600,325110.0,105825.1,Fuel Gas
1006543,BASF TOTALEnergies PETROCHEMICALS LLC,29.951649,-93.887272,H-0700,325110.0,106442.4,Fuel Gas
1006543,BASF TOTALEnergies PETROCHEMICALS LLC,29.951649,-93.887272,H-0800,325110.0,92476.8,Fuel Gas
1006543,BASF TOTALEnergies PETROCHEMICALS LLC,29.951649,-93.887272,H-0900,325110.0,84428.6,Fuel Gas
1006543,BASF TOTALEnergies PETROCHEMICALS LLC,29.951649,-93.887272,H-1000,325110.0,122064.1,Fuel Gas
1006543,BASF TOTALEnergies PETROCHEMICALS LLC,29.951649,-93.887272,H-6101,325110.0,15668.9,Natural Gas (Weighted U.S. Average)
1006543,BASF TOTALEnergies PETROCHEMICALS LLC,29.951649,-93.887272,H-6102,325110.0,293.0,Natural Gas (Weighted U.S. Average)
1006543,BASF TOTALEnergies PETROCHEMICALS LLC,29.951649,-93.887272,X-5701,325110.0,1243.7,Fuel Gas
1006543,BASF TOTALEnergies PETROCHEMICALS LLC,29.951649,-93.887272,X-9835,325110.0,7858.6,Natural Gas (Weighted U.S. Average)
1006416,BEAUMONT POLYETHYLENE PLANT,30.063707,-94.218396,BPEX FTO,325211.0,31781.5,Natural Gas (Weighted U.S. Average)
1006416,BEAUMONT POLYETHYLENE PLANT,30.063707,-94.218396,BPEX FTO,325211.0,31781.5,Fuel Gas
1006416,BEAUMONT POLYETHYLENE PLANT,30.063707,-94.218396,Diesel,325211.0,337.0,Distillate Fuel Oil No. 2
1006416,BEAUMONT POLYETHYLENE PLANT,30.063707,-94.218396,GP-Natural Gas,325211.0,43567.5,Natural Gas (Weighted U.S. Average)
1007574,BRASKEM AMERICA INC - LAPORTE SITE,29.704027,-95.079932,120,325211.0,22994.8,Natural Gas (Weighted U.S. Average)
1007574,BRASKEM AMERICA INC - LAPORTE SITE,29.704027,-95.079932,120,325211.0,22994.8,Fuel Gas
1007574,BRASKEM AMERICA INC - LAPORTE SITE,29.704027,-95.079932,GP-NGFB,325211.0,15195.4,Natural Gas (Weighted U.S. Average)
1002349,BRIDGEPORT ETHANOL LLC,41.6559,-103.09363,Boiler,325193.0,47803.8,Natural Gas (Weighted U.S. Average)
1000346,Bayou Cogeneration Plant,29.6225,-95.0458,3A Heater,325120.0,231.4,Natural Gas (Weighted U.S. Average)
1000346,Bayou Cogeneration Plant,29.6225,-95.0458,Boiler 13 (BO1),325120.0,81875.7,Natural Gas (Weighted U.S. Average)
1000346,Bayou Cogeneration Plant,29.6225,-95.0458,Boiler 14 (BO2),325120.0,54008.8,Natural Gas (Weighted U.S. Average)
1000346,Bayou Cogeneration Plant,29.6225,-95.0458,Boiler 15 (B03),325120.0,64808.0,Natural Gas (Weighted U.S. Average)
1000346,Bayou Cogeneration Plant,29.6225,-95.0458,Boiler 16 (BO4),325120.0,36748.5,Natural Gas (Weighted U.S. Average)
1000346,Bayou Cogeneration Plant,29.6225,-95.0458,CG801 Gas Turbine,325120.0,349477.1,Fuel Gas
1000346,Bayou Cogeneration Plant,29.6225,-95.0458,CG802 Gas Turbine,325120.0,427152.4,Fuel Gas
1000346,Bayou Cogeneration Plant,29.6225,-95.0458,CG803 Gas Turbine,325120.0,479338.7,Fuel Gas
1000346,Bayou Cogeneration Plant,29.6225,-95.0458,CG804 Gas Turbine,325120.0,446824.0,Fuel Gas
1001630,Bayport Polymers LLC - HDPE Plant,29.63515,-95.0576,CP-Bayport,325211.0,44213.5,Natural Gas (Weighted U.S. Average)
1014234,Bayport Polymers LLC Ethane Cracker,29.96001,-93.89558,CP-TOX,325110.0,1230.5,Natural Gas (Weighted U.S. Average)
1014234,Bayport Polymers LLC Ethane Cracker,29.96001,-93.89558,H1101,325110.0,67708.2,Natural Gas (Weighted U.S. Average)
1014234,Bayport Polymers LLC Ethane Cracker,29.96001,-93.89558,H1102,325110.0,58271.8,Natural Gas (Weighted U.S. Average)
1014234,Bayport Polymers LLC Ethane Cracker,29.96001,-93.89558,H1103,325110.0,72843.9,Natural Gas (Weighted U.S. Average)
1014234,Bayport Polymers LLC Ethane Cracker,29.96001,-93.89558,H1104,325110.0,53116.4,Natural Gas (Weighted U.S. Average)
1014234,Bayport Polymers LLC Ethane Cracker,29.96001,-93.89558,H1105,325110.0,62342.3,Natural Gas (Weighted U.S. Average)
1014234,Bayport Polymers LLC Ethane Cracker,29.96001,-93.89558,H1106,325110.0,73171.1,Natural Gas (Weighted U.S. Average)
1000604,Big Spring Carbon Black Plant,32.279444,-101.408055,GP-Dryers/miscellaneous sources,325180.0,9319.0,Natural Gas (Weighted U.S. Average)
1000605,Borger Carbon Black Plant,35.665516,-101.435748,GP- Miscellaneous,325180.0,47074.2,Natural Gas (Weighted U.S. Average)
1003533,Borger Carbon Black Plant,35.665695,-101.43327,B-6B,325180.0,10389.8,Natural Gas (Weighted U.S. Average)
1003533,Borger Carbon Black Plant,35.665695,-101.43327,GP-1,325180.0,43579.1,Natural Gas (Weighted U.S. Average)
1004701,Borman Specialty Materials,36.03544,-114.99994,CP-SWGAS,325180.0,27690.9,Natural Gas (Weighted U.S. Average)
1007717,CARESTREAM HEALTH INC.,40.4584,-104.87399,GP-C70 Boilers,325992.0,32583.8,Natural Gas (Weighted U.S. Average)
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,EUTENAIR1,325110.0,37.4,Distillate Fuel Oil No. 4
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-1203,325110.0,92.1,Natural Gas (Weighted U.S. Average)
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-302,325110.0,276.1,Natural Gas (Weighted U.S. Average)
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-3401,325110.0,29576.4,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-3402,325110.0,26347.3,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-3403,325110.0,29959.9,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-3404,325110.0,30869.5,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-3405,325110.0,27400.9,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-3406,325110.0,32486.2,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-3407,325110.0,31062.2,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-3408,325110.0,34896.3,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-3409,325110.0,29684.4,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-3410,325110.0,32105.6,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-3411,325110.0,31846.6,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-3412,325110.0,31057.8,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-3413,325110.0,32829.8,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-3414,325110.0,32013.1,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-3415,325110.0,11317.9,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-3418,325110.0,46229.7,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-3419,325110.0,182108.5,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-3601,325110.0,143.2,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-3701,325110.0,2148.8,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-38001A,325110.0,37844.5,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-38001B,325110.0,42760.7,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-4351,325110.0,316.5,Natural Gas (Weighted U.S. Average)
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-4360,325110.0,2302.9,Natural Gas (Weighted U.S. Average)
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-4360C,325110.0,2834.2,Natural Gas (Weighted U.S. Average)
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-4361,325110.0,250.1,Natural Gas (Weighted U.S. Average)
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-4401,325110.0,57938.6,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-4402,325110.0,54256.6,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-4403,325110.0,56032.6,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-4404,325110.0,55652.8,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-4405,325110.0,55353.8,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-4406,325110.0,0.0,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-4407,325110.0,61250.4,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-4408,325110.0,58114.0,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-4409,325110.0,58922.8,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-4410,325110.0,57232.4,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-4411,325110.0,54365.0,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-4412,325110.0,52691.8,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-4413,325110.0,52995.3,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-4414,325110.0,60289.6,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-4415,325110.0,26350.0,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-4418,325110.0,44171.9,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-4419,325110.0,68827.2,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-4601,325110.0,142.1,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-48001A,325110.0,24982.4,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,F-48001B,325110.0,25514.3,Fuel Gas
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,FL-6901,325110.0,3431.5,Natural Gas (Weighted U.S. Average)
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,OP1EN1,325110.0,356.5,Distillate Fuel Oil No. 4
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,OP2EN1,325110.0,539.8,Distillate Fuel Oil No. 4
1002859,CHANNELVIEW COMPLEX,29.8308,-95.1164,ZMSENAIS,325110.0,162.6,Distillate Fuel Oil No. 4
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,DAC HT Process Heater/24-36-8,325110.0,783.9,Natural Gas (Weighted U.S. Average)
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,EthyleneUnit 22 Cracking Furnace/22-36-1,325110.0,11462.5,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,EthyleneUnit 22 Cracking Furnace/22-36-2,325110.0,13477.4,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,EthyleneUnit 22 Cracking Furnace/22-36-3,325110.0,12496.4,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,EthyleneUnit 22 Cracking Furnace/22-36-4,325110.0,12875.6,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,EthyleneUnit 22 Cracking Furnace/22-36-5,325110.0,0.0,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,EthyleneUnit 22 Cracking Furnace/22-36-6,325110.0,12168.1,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,EthyleneUnit 22 Cracking Furnace/22-36-7,325110.0,14088.2,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,EthyleneUnit 22 Cracking Furnace/22-36-8,325110.0,12905.2,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,EthyleneUnit 24 Cracking Furnace/24-36-1,325110.0,42095.6,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,EthyleneUnit 24 Cracking Furnace/24-36-2,325110.0,41296.7,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,EthyleneUnit 24 Cracking Furnace/24-36-3,325110.0,43591.3,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,EthyleneUnit 24 Cracking Furnace/24-36-4,325110.0,43472.0,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,EthyleneUnit 24 Cracking Furnace/24-36-5,325110.0,22473.3,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,EthyleneUnit 24 Cracking Furnace/24-36-6,325110.0,37900.3,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,EthyleneUnit 24 Cracking Furnace/24-36-9,325110.0,53406.5,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,EthyleneUnit 24 HeaterPilotGas/24-36-7,325110.0,5104.4,Natural Gas (Weighted U.S. Average)
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,EthyleneUnit 24 Steam Heater/24-36-7,325110.0,31980.9,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,EthyleneUnit 33 Cracking Furnace/33-36-1,325110.0,57035.0,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,EthyleneUnit 33 Cracking Furnace/33-36-2,325110.0,45395.3,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,EthyleneUnit 33 Cracking Furnace/33-36-3,325110.0,59211.9,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,EthyleneUnit 33 Cracking Furnace/33-36-4,325110.0,48620.0,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,EthyleneUnit 33 Cracking Furnace/33-36-5,325110.0,62476.0,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,EthyleneUnit 33 Cracking Furnace/33-36-6,325110.0,57026.2,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,EthyleneUnit 33 Cracking Furnace/33-36-7,325110.0,55743.3,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,EthyleneUnit 33 Cracking Furnace/33-36-8,325110.0,58668.2,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,EthyleneUnit 33 Cracking Furnace/33-36-9,325110.0,56904.4,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,EthyleneUnit 33 Cracking Furnace33-36-10,325110.0,66611.1,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,U40 Cat Act Heater 40-36-1013,325110.0,790.4,Natural Gas (Weighted U.S. Average)
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,U41 Cat Act Heater 41-36-1013,325110.0,791.0,Natural Gas (Weighted U.S. Average)
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,U42 TOX Assist Gas,325110.0,1674.2,Natural Gas (Weighted U.S. Average)
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,U42 TOX Waste Gas,325110.0,185.3,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,U42 VDU Assist Gas,325110.0,13239.4,Natural Gas (Weighted U.S. Average)
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,U42 VDU Waste Gas,325110.0,12641.3,Fuel Gas
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,Unit 22 C-120 Gas-Fired Turbine,325110.0,50307.8,Natural Gas (Weighted U.S. Average)
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,Unit 22 Flare Purge Gas/56-61-10,325110.0,70.9,Natural Gas (Weighted U.S. Average)
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,29.081543,-95.741714,Unit 22 Flare Purge Gas/56-61-12,325110.0,70.9,Natural Gas (Weighted U.S. Average)
