Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? ,LOAD_AREA,PRIMARY_NE,PRIMARY_ST,ECONOMIC_M,RPS_COMPLI,RPS_COM_01,SUBSTATION,RPS_POLICY,hydrogen_demand_kg
1014612,110071397400.0,Air Products West Coast Hydrogen LLC - Torrance,Torrance,CA,90504,3700 W 190th St. #U4/24,LOS ANGELES COUNTY,33.8692,-118.33159,325120.0,"P,PP","Chemicals,Suppliers of CO2",939991.3,939991.3,,,,,,,,,,,,,,,,,,,,,,,939991.3,,,,,,,,,,,,,,,,,,,,,,,,,,N,Y,N,CA_SCE_S,CA,CA,1.0692055943,2020.0,0.33,24374.0,1,104443477.77777778
1014324,,Air Products West coast Hydrogen - HP-2,Martinez,CA,94553,1915 Shell Avenue,,38.017679580319,-122.11859261592,325120.0,P,Chemicals,407842.7,407842.7,,,,,,,,,,,,,,,,,,,,,,,407842.7,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,CA_PGE_BAY,CA,CA,1.1819183956,2020.0,0.33,22313.0,1,45315855.55555555
1006468,110070752633.0,BP CHERRY POINT REFINERY,BLAINE,WA,98230,4519 GRANDVIEW ROAD,WHATCOM COUNTY,48.884,-122.735,324110.0,"C,MM-REF,P,PP,Y","Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",2275448.402,2264572.9,6487.75,4387.752,,,,,,,,,,1223942.562,,,,,,,,,,,798949.5,,,,,,,,,,,,,,252556.34,,,,,,,,,,,,N,Y,Y,WA_W,NWPP,WA,1.0363420769,2020.0,0.15,479.0,1,88772166.66666667
1003610,110020506460.0,CHEVRON PRODS.CO. RICHMOND REFY,RICHMOND,CA,94801,841 CHEVRON WAY,CONTRA COSTA COUNTY,37.938779,-122.396453,324110.0,"C,P,Y","Chemicals,Refineries",4008129.326,3996363.9,5034.5,6730.926,,,,,,,,,,2125310.428,,,,,,,,,,,1073405.8,,,,,,,,,,,,,,809413.098,,,,,,,,,,,,N,N,N,CA_PGE_BAY,CA,CA,1.1819183956,2020.0,0.33,22313.0,1,119267311.1111111
1007978,110002899908.0,"CHEVRON PRODUCTS, EL SEGUNDO REFINERY",EL SEGUNDO,CA,90245,324 W EL SEGUNDO BLVD,LOS ANGELES COUNTY,33.9082,-118.4085,324110.0,"C,P,PP,Y","Chemicals,Refineries,Suppliers of CO2",3301835.324,3279694.6,16191.75,5948.974,,,,,,,,,17782.7,2243682.424,,,,,,,,,,,485783.9,,,,,,,,,,,,,,572369.0,,,,,,,,,,,,N,Y,N,CA_SCE_S,CA,CA,1.0692055943,2020.0,0.33,24374.0,1,53975988.88888889
1006671,110000595124.0,CHS INC LAUREL REFINERY,LAUREL,MT,59044,803 US HIGHWAY 212 SOUTH,YELLOWSTONE COUNTY,45.65922,-108.76778,324110.0,"C,MM-REF,P,Y","Chemicals,Petroleum Product Suppliers,Refineries",1013794.09,1005420.1,6472.75,1901.24,,,,,,,,,,500470.176,,,,,,,,,,,343120.5,,,,,,,,,,,,,,170203.414,,,,,,,,,,,,N,N,Y,MT_SE,NWPP,MT,0.8803609394,2015.0,0.15,682.0,1,38124500.0
1007739,110000428500.0,"Calumet Montana Refining, LLC",GREAT FALLS,MT,59404,1900 10TH STREET NORTHEAST,CASCADE COUNTY,47.523611,-111.294167,324110.0,"C,MM-REF,P,Y","Chemicals,Petroleum Product Suppliers,Refineries",260292.686,255855.3,3958.5,478.886,,,,,,,,,,99047.05,,,,,,,,,,,89615.5,,,,,,,,,,,,,,71630.136,,,,,,,,,,,,N,N,Y,MT_NE,NWPP,MT,0.88,2015.0,0.15,687.0,1,9957277.777777778
1007217,110000468093.0,HF Sinclair Parco Refining Company LLC,SINCLAIR,WY,82334,100 EAST LINCOLN AVENUE,CARBON COUNTY,41.77899,-107.104,324110.0,"C,MM-REF,P,Y","Chemicals,Petroleum Product Suppliers,Refineries",1120937.35,1110701.5,8090.25,2145.6,,,,,,,,,,596966.522,,,,,,,,,,,293221.6,,,,,,,,,,,,,,230749.228,,,,,,,,,,,,N,N,N,WY_SE,RMPA,WY,1.01,,,41245.0,0,32580177.777777776
1006732,110065364135.0,LINDE ONTARIO CA,ONTARIO,CA,91761,5705 EAST AIRPORT DRIVE,SAN BERNARDINO COUNTY,34.06354,-117.52929,325120.0,"C,P",Chemicals,73323.0,73323.0,,,,,,,,,,,,19.8,,,,,,,,,,,73303.2,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,CA_SCE_S,CA,CA,1.0692055943,2020.0,0.33,24374.0,1,8144800.0
1002041,110043814726.0,Linde Inc.,North Salt Lake,UT,84054,685 S Chevron Way,SALT LAKE COUNTY,40.82147,-111.92162,325120.0,P,Chemicals,183008.2,183008.2,,,,,,,,,,,,,,,,,,,,,,,183008.2,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,UT_N,NWPP,UT,1.0277483754,2025.0,0.2,860.0,1,20334244.444444444
1006627,110071161537.0,Los Angeles Refinery (LAR),CARSON,CA,90810,2350 E. 223rd Street,LOS ANGELES COUNTY,33.82431,-118.23237,324110.0,"C,P,PP,Y","Chemicals,Refineries,Suppliers of CO2",6263565.33,6235735.7,17642.5,10187.13,,,,,,,,,,4444371.502,,,,,,,,,,,919409.4,,,,,,,,,,,,,,899784.428,,,,,,,,,,,,N,Y,Y,CA_SCE_S,CA,CA,1.0692055943,2020.0,0.33,24374.0,1,102156600.0
1003564,110043783420.0,Marathon El Paso Refinery,EL PASO,TX,79905,212 North Clark Street,EL PASO COUNTY,31.76945,-106.41426,324110.0,"C,MM-REF,P,Y","Chemicals,Petroleum Product Suppliers,Refineries",808678.798,801288.4,5058.25,2332.148,,,,,,,,,,538011.07,,,,,,,,,,,17892.5,,,,,,,,,,,,,,252775.228,,,,,,,,,,,,N,N,N,NM_S_TX_EPE,AZNMSNV,TX,0.8948553089,2025.0,0.076,41490.0,1,1988055.5555555555
1010969,110071161456.0,Matheson - Anacortes Hydrogen Plant,Anacortes,WA,98221,8529 South Texas Road,SKAGIT COUNTY,48.465891,-122.565397,325120.0,P,Chemicals,43406.0,43406.0,,,,,,,,,,,,,,,,,,,,,,,43406.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,WA_W,NWPP,WA,1.0363420769,2020.0,0.15,479.0,1,4822888.888888889
1007506,110043806085.0,PHILLIPS 66 BILLINGS REFINERY,BILLINGS,MT,59101,401 SOUTH 23RD STREET,YELLOWSTONE COUNTY,45.776389,-108.484444,324110.0,"C,MM-REF,P,Y","Chemicals,Petroleum Product Suppliers,Refineries",834082.866,827530.2,5072.5,1480.166,,,,,,,,,,360060.34,,,,,,,,,,,274322.8,,,,,,,,,,,,,,199699.726,,,,,,,,,,,,N,N,N,MT_SE,NWPP,MT,0.8803609394,2015.0,0.15,682.0,1,30480311.111111112
1007000,110000428421.0,"Par Montana, LLC Billings Refinery",Billings,MT,59101,700 Par Montana Road,YELLOWSTONE COUNTY,45.810555,-108.43166,324110.0,"C,MM-REF,P,Y","Chemicals,Petroleum Product Suppliers,Refineries",621036.774,617837.0,1877.25,1322.524,,,,,,,,,,326224.348,,,,,,,,,,,103850.8,,,,,,,,,,,,,,190961.626,,,,,,,,,,,,N,N,N,MT_SE,NWPP,MT,0.8803609394,2015.0,0.15,682.0,1,11538977.777777778
1001964,110038102969.0,Phillips 66 Los Angeles Refinery - Carson Plant,CARSON,CA,90745,1520 EAST SEPULVEDA BOULEVARD,LOS ANGELES COUNTY,33.808333,-118.245833,324110.0,"C,MM-REF,P,PP,Y","Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",959902.26,955086.2,2590.0,2226.06,,,,,,,,,,640712.712,,,,,,,,,,,307815.4,,,,,,,,,,,,,,11374.148,,,,,,,,,,,,N,Y,N,CA_SCE_S,CA,CA,1.0692055943,2020.0,0.33,24374.0,1,34201711.11111111
1006843,110000476235.0,Phillips 66 Los Angeles Refinery - Wilmington Plant,WILMINGTON,CA,90744,1660 WEST ANAHEIM STREET,LOS ANGELES COUNTY,33.774469,-118.290696,324110.0,"C,P,PP,Y","Chemicals,Refineries,Suppliers of CO2",1637058.576,1630869.1,2893.0,3296.476,,,,,,,,,,820923.118,,,,,,,,,,,372889.2,,,,,,,,,,,,,,443246.258,,,,,,,,,,,,N,Y,Y,CA_LADWP,CA,CA,1.07,2020.0,0.33,44357.0,1,41432133.333333336
1006395,110000483487.0,SAN FRANCISCO REFINERY AT RODEO,RODEO,CA,94572,1380 SAN PABLO AVENUE,CONTRA COSTA COUNTY,38.0436,-122.2532,324110.0,"C,MM-REF,P,Y","Chemicals,Petroleum Product Suppliers,Refineries",1295946.842,1289765.1,2537.5,3644.242,,,,,,,,,87878.4,986262.978,,,,,,,,,,,124298.8,,,,,,,,,,,,,,185385.064,,,,,,,,,,,,N,N,N,CA_PGE_BAY,CA,CA,1.1819183956,2020.0,0.33,22313.0,1,13810977.777777778
1002565,110000481684.0,SAN JOAQUIN REFINING CO INC,BAKERSFIELD,CA,93308,3500 SHELL STREET,KERN COUNTY,35.39511,-119.04652,324110.0,"C,MM-REF,P,Y","Chemicals,Petroleum Product Suppliers,Refineries",92409.3,91857.1,507.5,44.7,,,,,,,,,,62400.708,,,,,,,,,,,28593.1,,,,,,,,,,,,,,1415.492,,,,,,,,,,,,N,N,N,CA_PGE_S,CA,CA,1.033136689,2020.0,0.33,24207.0,1,3177011.111111111
1005156,110000490870.0,SOLVAY CHEMICALS INC,LONGVIEW,WA,98632,3500 INDUSTRIAL WAY,COWLITZ COUNTY,46.136952,-122.982513,325180.0,P,Chemicals,62123.2,62123.2,,,,,,,,,,,,,,,,,,,,,,,62123.2,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,WA_W,NWPP,WA,1.0363420769,2020.0,0.15,479.0,1,6902577.777777778
1007923,110032913024.0,SUNCOR ENERGY (USA) COMMERCE CITY REFINERY,COMMERCE CITY,CO,80022,5801 BRIGHTON BLVD,ADAMS COUNTY,39.803333,-104.945556,324110.0,"C,MM-REF,P,Y","Chemicals,Petroleum Product Suppliers,Refineries",951212.102,939496.1,8594.75,3121.252,,,,,,,,,,487683.07,,,,,,,,,,,209775.5,,,,,,,,,,,,,,253753.532,,,,,,,,,,,,N,N,N,CO_DEN,RMPA,CO,1.026858045,2020.0,0.2,606.0,1,23308388.888888888
1008504,110033145353.0,VALERO REFINING CO - CALI FORNIA BENICIA REFINERY,BENICIA,CA,94510,3400 E SECOND ST,SOLANO COUNTY,38.07167,-122.13975,324110.0,"C,MM-REF,P,PP,Y","Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",2905969.642,2893407.1,7324.0,5238.542,,,,,,,,,,1142568.812,,,,,,,,,,,889712.4,,,,,,,,,,,,,,873688.43,,,,,,,,,,,,N,Y,Y,CA_PGE_N,CA,CA,1.1145664942,2020.0,0.33,22300.0,1,98856933.33333333
