Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? ,geometry,inWestCensus,inWECC
1014323,,Air Products West Coast Hydrogen - HP-1,Martinez,CA,94553,3485 Pacheco Blvd.,,38.0133042792257,-122.107964773591,325120.0,P,Chemicals,417324.8,417324.8,,,,,,,,,,,,,,,,,,,,,,,417324.8,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,POINT (-122.107964773591 38.0133042792257),True,True
1014612,110071397400.0,Air Products West Coast Hydrogen LLC - Torrance,Torrance,CA,90504,3700 W 190th St. #U4/24,LOS ANGELES COUNTY,33.8692,-118.33159,325120.0,"P,PP","Chemicals,Suppliers of CO2",939991.3,939991.3,,,,,,,,,,,,,,,,,,,,,,,939991.3,,,,,,,,,,,,,,,,,,,,,,,,,,N,Y,N,POINT (-118.33159 33.8692),True,True
1014324,,Air Products West coast Hydrogen - HP-2,Martinez,CA,94553,1915 Shell Avenue,,38.017679580319,-122.11859261592,325120.0,P,Chemicals,407842.7,407842.7,,,,,,,,,,,,,,,,,,,,,,,407842.7,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,POINT (-122.11859261592 38.017679580319),True,True
1005872,110008262851.0,"B BRAUN MEDICAL, INC",IRVINE,CA,92614,2525 MCGAW AVE,ORANGE COUNTY,33.6878,-117.8379,325412.0,C,Chemicals,51331.26,51279.2,23.75,28.31,,,,,,,,,,51331.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,POINT (-117.8379 33.6878),True,True
1004701,110071159209.0,Borman Specialty Materials,HENDERSON,NV,89015,560 WEST LAKE MEAD PARKWAY,CLARK COUNTY,36.03544,-114.99994,325180.0,C,Chemicals,27719.396,27690.9,13.0,15.496,,,,,,,,,,27719.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,POINT (-114.99994 36.03544),True,True
1007717,110031306272.0,CARESTREAM HEALTH INC.,WINDSOR,CO,80550,2000 HOWARD SMITH AVE WEST,WELD COUNTY,40.4584,-104.87399,325992.0,C,Chemicals,32617.228,32583.8,15.25,18.178,,,,,,,,,,32617.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,POINT (-104.87399 40.4584),True,True
1005924,110000468066.0,Cheyenne Plant,Cheyenne,WY,82001,8305 Otto Road,LARAMIE COUNTY,41.0949,-104.908,325311.0,"C,G,PP,V","Chemicals,Suppliers of CO2",509609.528,382385.3,79.25,127144.978,,,,,,,,,,168352.216,,,,214206.8,,,,,,,,,,,,,127050.512,,,,,,,,,,,,,,,,,,,,Y,Y,N,POINT (-104.908 41.0949),True,True
1014610,110000468048.0,Cheyenne Renewable Diesel Company LLC,Cheyenne,WY,82007,2700 E 5th Street,LARAMIE COUNTY,41.1275,-104.7892,325199.0,C,Chemicals,139868.102,139651.9,67.5,148.702,,,,,,,,,,139868.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,POINT (-104.7892 41.1275),True,True
1007805,110000602544.0,Corteva agriscience - Pittsburg Operations,PITTSBURG,CA,94565,901 LOVERIDGE ROAD,CONTRA COSTA COUNTY,38.023129,-121.855352,325199.0,C,Chemicals,29323.24,29293.1,13.75,16.39,,,,,,,,,,29323.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,POINT (-121.855352 38.023129),True,True
1005766,110071160489.0,Dyno Nobel,Deer Island,OR,97054,63149 Columbia River Highway,COLUMBIA COUNTY,45.911158,-122.824231,325311.0,"C,G,PP,V","Chemicals,Suppliers of CO2",196785.206,176347.8,32.75,20404.656,,,,,,,,,,69516.788,,,,106902.8,,,,,,,,,,,,,20365.618,,,,,,,,,,,,,,,,,,,,Y,Y,N,POINT (-122.824231 45.911158),True,True
1007539,110000476208.0,ECO SERVICES DOMINGUEZ,CARSON,CA,90810,20720 SOUTH WILMINGTON AVENUE,LOS ANGELES COUNTY,33.843333,-118.232844,325180.0,C,Chemicals,35667.316,35630.6,16.75,19.966,,,,,,,,,,35667.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,POINT (-118.232844 33.843333),True,True
1003712,110070293692.0,FRESENIUS MEDICAL CARE,OGDEN,UT,84404,475 W 13TH ST,WEBER COUNTY,41.2433,-111.989,325412.0,C,Chemicals,67977.844,67907.7,32.0,38.144,,,,,,,,,,67977.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,POINT (-111.989 41.2433),True,True
1006942,110024579204.0,FRONT RANGE ENERGY,WINDSOR,CO,80550,31375 GREAT WESTERN DRIVE,WELD COUNTY,40.455978,-104.857553,325193.0,"C,PP","Other,Suppliers of CO2",41312.144,41269.4,19.5,23.244,,,,,,,,,,41312.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,POINT (-104.857553 40.455978),True,True
1003665,110000482503.0,GENENTECH INCORPORATED,SOUTH SAN FRANCISCO,CA,94080,1 DNA WAY,SAN MATEO COUNTY,37.65701,-122.37822,325414.0,C,Chemicals,29548.488,29517.8,14.0,16.688,,,,,,,,,,29548.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,POINT (-122.37822 37.65701),True,True
1003383,110070288784.0,HEXCEL CORP,SALT LAKE CITY,UT,84118,6700 W 5400 S,SALT LAKE COUNTY,40.653131,-112.05009,325220.0,C,Other,70378.734,70306.1,33.0,39.634,,,,,,,,,,70378.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,POINT (-112.05009 40.653131),True,True
1001154,110000468351.0,Itafos Conda LLC,SODA SPRINGS,ID,83276,3010 CONDA ROAD,CARIBOU COUNTY,42.739417,-111.541421,325312.0,"C,Z",Chemicals,134497.276,134394.8,46.75,55.726,,,,,,,,,,99076.676,,,,,,,,,,,,,,,,,,,,,,,,,,35420.6,,,,,,,,,,,N,N,N,POINT (-111.541421 42.739417),True,True
1003636,110000481979.0,J R SIMPLOT COMPANY,HELM,CA,93627,12688 S. COLORADO AVE.,FRESNO COUNTY,36.551156,-120.113717,325311.0,"C,U,V",Chemicals,17417.66,16078.6,7.0,1332.06,,,,,,,,,,6245.988,,,,,,,,,,,,,,,,9856.3,1315.372,,,,,,,,,,,,,,,,,,,,N,N,N,POINT (-120.113717 36.551156),True,True
1005035,110000600421.0,JR SIMPLOT COMPANY DON SIDING COMPLEX,POCATELLO,ID,83204,1150 W. HIGHWAY 30,POWER COUNTY,42.9089,-112.5239,325312.0,"C,U,Z",Chemicals,115299.76,115261.4,17.5,20.86,,,,,,,,,,37427.76,,,,,,,,,,,,,,,,24087.3,,,,,,,,,,53784.7,,,,,,,,,,,N,N,N,POINT (-112.5239 42.9089),True,True
1002352,110043793785.0,LADDER CREEK HELIUM PLANT,CHEYENNE WELLS,CO,80810,41707 COUNTY ROAD P,CHEYENNE COUNTY,39.014999,-102.413156,325120.0,C,Chemicals,34231.172,34196.1,16.0,19.072,,,,,,,,,,34231.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,POINT (-102.413156 39.014999),True,True
1003518,110000490816.0,LANXESS Corporation Kalama Site,KALAMA,WA,98625,1296 NORTHWEST 3RD STREET,COWLITZ COUNTY,46.02191,-122.85698,325199.0,C,Chemicals,65308.404,65241.0,30.75,36.654,,,,,,,,,,65308.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,POINT (-122.85698 46.02191),True,True
1006732,110065364135.0,LINDE ONTARIO CA,ONTARIO,CA,91761,5705 EAST AIRPORT DRIVE,SAN BERNARDINO COUNTY,34.06354,-117.52929,325120.0,"C,P",Chemicals,73323.0,73323.0,,,,,,,,,,,,19.8,,,,,,,,,,,73303.2,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,POINT (-117.52929 34.06354),True,True
1002041,110043814726.0,Linde Inc.,North Salt Lake,UT,84054,685 S Chevron Way,SALT LAKE COUNTY,40.82147,-111.92162,325120.0,P,Chemicals,183008.2,183008.2,,,,,,,,,,,,,,,,,,,,,,,183008.2,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,POINT (-111.92162 40.82147),True,True
1007715,110043814735.0,MESSER LLC CORTEZ PLANT,CORTEZ,CO,81321,14207 RD G,MONTEZUMA COUNTY,37.343787,-108.760096,325120.0,"C,PP","Chemicals,Suppliers of CO2",778.284,774.9,1.0,2.384,,,,,,,,,,778.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,POINT (-108.760096 37.343787),True,True
1007390,110071349304.0,Martinez Renewable Fuel Facility,MARTINEZ,CA,94553,150 SOLANO WAY,CONTRA COSTA COUNTY,38.0251,-122.0639,325199.0,"C,PP","Chemicals,Suppliers of CO2",247754.154,247496.2,117.0,140.954,,,,,,,,,,247754.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,POINT (-122.0639 38.0251),True,True
1010969,110071161456.0,Matheson - Anacortes Hydrogen Plant,Anacortes,WA,98221,8529 South Texas Road,SKAGIT COUNTY,48.465891,-122.565397,325120.0,P,Chemicals,43406.0,43406.0,,,,,,,,,,,,,,,,,,,,,,,43406.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,POINT (-122.565397 48.465891),True,True
1010576,110070052521.0,Natural Soda,Rifle,CO,81650,3200 County Road 31,RIO BLANCO COUNTY,39.9333,-108.4,325180.0,C,Chemicals,47836.42,47787.1,22.5,26.82,,,,,,,,,,47836.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,POINT (-108.4 39.9333),True,True
1007943,110000743982.0,P4 PRODUCTION L L C,SODA SPRINGS,ID,83276,1853 HIGHWAY 34,CARIBOU COUNTY,42.687031,-111.5878,325180.0,C,Chemicals,516556.126,516062.1,185.0,309.026,,,,,,,,,68.3,516556.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,POINT (-111.5878 42.687031),True,True
1007262,110070090716.0,"Pelican Renewables, LLC",STOCKTON,CA,95206,3028 NAVY DRIVE,SAN JOAQUIN COUNTY,37.9413,-121.3385,325193.0,"C,PP","Other,Suppliers of CO2",0.1,0.1,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,POINT (-121.3385 37.9413),True,True
1003087,110000600369.0,SIMPLOT PHOSPHATES,ROCK SPRINGS,WY,82901,515 S HWY 430,SWEETWATER COUNTY,41.53841,-109.12746,325312.0,"C,G,Z",Chemicals,447011.79,446995.6,7.25,8.94,,,,,,,,,,15816.49,,,,383253.1,,,,,,,,,,,,,,,,,,,,,,47942.2,,,,,,,,,,,N,N,N,POINT (-109.12746 41.53841),True,True
1005156,110000490870.0,SOLVAY CHEMICALS INC,LONGVIEW,WA,98632,3500 INDUSTRIAL WAY,COWLITZ COUNTY,46.136952,-122.982513,325180.0,P,Chemicals,62123.2,62123.2,,,,,,,,,,,,,,,,,,,,,,,62123.2,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,POINT (-122.982513 46.136952),True,True
1006055,110022421912.0,"STERLING ETHANOL, LLC",STERLING,CO,80751,450 ANGUS AVENUE,LOGAN COUNTY,40.6375,-103.190556,325193.0,C,Other,56370.788,56312.7,26.5,31.588,,,,,,,,,,56370.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,POINT (-103.190556 40.6375),True,True
1002083,110031262498.0,"YUMA ETHANOL, LLC",YUMA,CO,80759,38480 COUNTY ROAD H,YUMA COUNTY,40.12434,-102.6771,325193.0,C,Other,55500.192,55443.2,26.0,30.992,,,,,,,,,,55500.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,POINT (-102.6771 40.12434),True,True
